original,revised,aligned,id
"Gesher Theatre comprises mostly new immigrants from Russia , and is now regarded as an inseparable part of Israeli culture .",Gesher Theatre comprises mostly new immigrants from Russia and is now regarded as an inseparable part of Israeli culture .,"Gesher Theatre comprises mostly new immigrants from Russia {,=>} and is now regarded as an inseparable part of Israeli culture .",wiki_test_411
Bread Loaf Mountain gives its name to Middlebury College 's Bread Loaf School of English and the Bread Loaf Writers ' Conference located southeast .,Bread Loaf Mountain gives its name to Middlebury College 's Bread Loaf School of English and the Bread Loaf Writers ' Conference located to the southeast .,Bread Loaf Mountain gives its name to Middlebury College 's Bread Loaf School of English and the Bread Loaf Writers ' Conference located {=>to the} southeast .,wiki_dev_800
I SUGGEST THAT WE SHOULD GO TO THE NATIONAL ART GALLERY IN THE MORNING AND INSTEAD OF HAVING THE AFTERNOON FREE WE COULD GO TO THE FASHION AND LEISURE SHOW .,"I SUGGEST THAT WE GO TO THE NATIONAL ART GALLERY IN THE MORNING , AND INSTEAD OF HAVING THE AFTERNOON FREE , WE COULD GO TO THE FASHION AND LEISURE SHOW .","I SUGGEST THAT WE {SHOULD=>} GO TO THE NATIONAL ART GALLERY IN THE MORNING {=>,} AND INSTEAD OF HAVING THE AFTERNOON FREE {=>,} WE COULD GO TO THE FASHION AND LEISURE SHOW .",fce_test_284
"Television has affected the "" all days life , , , too .",Television has affected the all days life too .,"Television has affected the {""=>} all days life {, , ,=>} too .",fce_dev_845
"They target the public infrastructure , banks , tourists , police and army buildings and targets they regards the symbols of French power over Corsica .","They target the public infrastructure , banks , tourists , police, army buildings, and targets they regard as the symbols of French power over Corsica .","They target the public infrastructure , banks , tourists , {police and=>police,} army {buildings=>buildings,} and targets they {regards=>regard as} the symbols of French power over Corsica .",wiki_test_339
"According to Marvin Candle , The Swan was conducting it 's initial experiments when the aforementioned "" incident "" occured .","According to Marvin Candle , The Swan was conducting its initial experiments when the aforementioned "" incident "" occurred .","According to Marvin Candle , The Swan was conducting {it 's=>its} initial experiments when the aforementioned "" incident "" {occured=>occurred} .",wiki_dev_344
"The second type of cold saw blade , Tungsten Carbide-Tipped ( TCT ) , are made with an alloy steel body and tungsten carbide inserts brazed to the tips of the teeth .","The second type of cold saw blades , Tungsten Carbide Tipped ( TCT ) , are made with an alloy steel body and tungsten carbide inserts brazed to the tips of the teeth .","The second type of cold saw {blade=>blades} , Tungsten {Carbide-Tipped=>Carbide Tipped} ( TCT ) , are made with an alloy steel body and tungsten carbide inserts brazed to the tips of the teeth .",wiki_test_335
The release of the EP garnered further success and landed them on successful tour with The Walkmen .,The release of the EP garnered further success and landed them on a successful tour with The Walkmen .,The release of the EP garnered further success and landed them on {=>a} successful tour with The Walkmen .,wiki_dev_861
Can you imagine how exsiting when we stay in the dark and very quite and we can hear a sound of animal .,Can you imagine how exciting and quiet it will be when we stay in the dark and we can hear the sounds of animals ?,Can you imagine how {exsiting=>exciting and quiet it will be} when we stay in the dark and {very quite and=>} we can hear {a sound=>the sounds} of {animal .=>animals ?},fce_dev_615
2006 saw the opening of the brand new Sea lion enclosure named Sealion Rock home to the zoo 's group of Californian Sealions .,"2006 saw the opening of the brand new sea lion enclosure named Sealion Rock , home to the zoo 's group of Californian sea lions .","2006 saw the opening of the brand new {Sea=>sea} lion enclosure named Sealion Rock {=>,} home to the zoo 's group of Californian {Sealions=>sea lions} .",wiki_test_258
"This show is about latest fashions , leisure and sports wear , make up and Hairstyles .","This show is about the latest fashions in leisure and sportswear , makeup , and hairstyles .","This show is about {=>the} latest fashions {,=>in} leisure and {sports wear=>sportswear} , {make up=>makeup ,} and {Hairstyles=>hairstyles} .",fce_dev_349
"Thoug , a few of us would like to consider the "" London fashion and leisure show "" .","Though , a few of us would like to consider the "" London Fashion and Leisure Show . ""","{Thoug=>Though} , a few of us would like to consider the "" London {fashion=>Fashion} and {leisure show=>Leisure Show .} "" {.=>}",fce_dev_841
"I would like to travel in July , because it is the only month that I will be able to take off days .",I would like to travel in July because it is the only month that I will be able to take days off .,"I would like to travel in July {,=>} because it is the only month that I will be able to take {=>days} off {days=>} .",fce_test_157
"One of the reason I went to see that particular show , was the starring actor announced in the add , Danny Brook , but when the show actually started , with forty five minutes delay , I realized that Danny Brook was not in the play .","One of the reasons I went to see that particular show was the starring actor announced in the ad , Danny Brook , but when the show actually started , with a forty-five minute delay , I realized that Danny Brook was not in the play .","One of the {reason=>reasons} I went to see that particular show {,=>} was the starring actor announced in the {add=>ad} , Danny Brook , but when the show actually started , with {forty five minutes=>a forty-five minute} delay , I realized that Danny Brook was not in the play .",fce_dev_208
"between 2000 until 2004 it was the official supplier for the Argentina national rugby union team ( know as "" Los Pumas "" ) .","Between 2000 and 2004, it was the official supplier for the Argentina national rugby union team ( known as "" Los Pumas "" ) .","{between=>Between} 2000 {until 2004=>and 2004,} it was the official supplier for the Argentina national rugby union team ( {know=>known} as "" Los Pumas "" ) .",wiki_dev_332
""" In 1824 , while working in the fields under his new master , Thomas Moore , Turner had his second vision , in which "" the Saviour was about to lay down the yoke he had borne for the sins of men , and the great day of judgment was at band .","In 1824 , while working in the fields under his new master , Thomas Moore , Turner had his second vision , in which the Savior was about to lay down the yoke he had borne for the sins of men , and the great day of judgment was at hand .","{""=>} In 1824 , while working in the fields under his new master , Thomas Moore , Turner had his second vision , in which {""=>} the {Saviour=>Savior} was about to lay down the yoke he had borne for the sins of men , and the great day of judgment was at {band=>hand} .",wiki_test_553
